Company_name,Role,Skill,Question_category,Question,Answer,Round
Tesla,Data Science,Case Study,Technical,Optimize automatic windshield defrost.,ML model with humidity and temperature sensors. Reduced activation time 25%.,1
Tesla,Data Analytics,Python,Technical,Calculate Davies-Bouldin index.,from sklearn.metrics import davies_bouldin_score,2
Tesla,Data Science,Machine Learning,Technical,Implement neural process.,Combines neural networks with stochastic processes.,3
Tesla,Data Analytics,System Design,Technical,Design data innovation pipeline.,Idea crowdsourcing platform. Rapid prototyping sandbox.,3
Tesla,Data Science,Statistics,Technical,Explain Quade test.,Non-parametric ranked ANOVA with covariate adjustment.,2
Tesla,Data Analytics,SQL,Technical,Find products with seasonal sales patterns.,"WITH monthly AS (SELECT product, EXTRACT(MONTH FROM date) AS month, SUM(sales) AS sales FROM sales GROUP BY 1,2), normalized AS (SELECT product, month, sales/AVG(sales) OVER(PARTITION BY product) AS ratio FROM monthly) SELECT product FROM normalized GROUP BY 1 HAVING CORR(month, ratio) > 0.8;",3
Tesla,Data Science,Case Study,Technical,Optimize automatic high beam control.,YOLOv4 object detection + LSTM for oncoming traffic prediction. Reduced glare incidents 30%.,3
Tesla,Data Analytics,Python,Technical,Calculate V-measure.,from sklearn.metrics import v_measure_score,2
Tesla,Data Science,Machine Learning,Technical,Implement neural tangent kernel.,NTK theory for infinite-width neural networks.,3
Tesla,Data Analytics,System Design,Technical,Design data advocacy program.,"Internal blog posts. Lightning talks"" on data success stories.""",3
Tesla,Data Science,Statistics,Technical,Explain median test.,Non-parametric test for difference in medians.,2
Tesla,Data Analytics,SQL,Technical,Calculate employee promotion velocity distribution.,"SELECT FLOOR(days_to_promotion/30) AS months, COUNT(*) FROM promotions GROUP BY 1;",2
Tesla,Data Science,Case Study,Technical,Optimize automatic emergency braking.,Ensemble of radar and vision models. Reduced false positives 40%.,3
Tesla,Data Analytics,Python,Technical,Calculate mutual info regression.,from sklearn.feature_selection import mutual_info_regression,2
Tesla,Data Science,Machine Learning,Technical,Implement neural process.,Combines neural networks with stochastic processes.,3
Tesla,Data Analytics,System Design,Technical,Design data leadership summit.,Annual event with external speakers. Hackathon on Tesla data challenges.,3
Tesla,Data Science,Statistics,Technical,Calculate Kendall's tau-b.,τ_b = (Nc - Nd)/sqrt((Nc + Nd + Tx)(Nc + Nd + Ty)),2
Tesla,Data Analytics,SQL,Technical,Find products with >10% month-over-month growth.,"WITH monthly AS (SELECT product, DATE_TRUNC('month',date) AS month, SUM(sales) AS sales FROM sales GROUP BY 1,2), growth AS (SELECT product, month, (sales - LAG(sales) OVER(PARTITION BY product ORDER BY month))/LAG(sales) OVER(...) AS rate FROM monthly) SELECT product FROM growth WHERE rate > 0.1;",3
Tesla,Data Science,Case Study,Technical,Optimize lane change decision making.,Reinforcement learning with safety constraints. Reduced aborted lane changes 45%.,2
Tesla,Data Analytics,Python,Technical,Calculate completeness score.,from sklearn.metrics import completeness_score,2
Tesla,Data Science,Machine Learning,Technical,Implement neural architecture search with gradient-based methods.,DARTS: Differentiable Architecture Search.,3
Tesla,Data Analytics,System Design,Technical,Design data mentorship program.,Pair junior analysts with senior data scientists. Monthly progress reviews.,3
Tesla,Data Science,Statistics,Technical,Explain Theil-Sen estimator.,Robust regression method. Median of pairwise slopes.,2
Tesla,Data Analytics,SQL,Technical,Calculate employee turnover rate by department.,"SELECT department, COUNT(*) FILTER (WHERE exit_date IS NOT NULL)::FLOAT / COUNT(*) AS turnover FROM employees GROUP BY 1;",2
Tesla,Data Science,Case Study,Technical,Optimize regenerative braking efficiency.,LSTM predicting deceleration patterns. Adaptive energy recovery algorithm.,3
Tesla,Data Analytics,Python,Technical,Calculate adjusted mutual info.,from sklearn.metrics import adjusted_mutual_info_score,2
Tesla,Data Science,Machine Learning,Technical,Implement neural process.,Combines neural networks with stochastic processes.,3
Tesla,Data Analytics,System Design,Technical,Design data innovation lab.,Sandbox environment with synthetic data. Hackathon platform.,3
Tesla,Data Science,Statistics,Technical,Explain Ansari-Bradley test.,Non-parametric test for equal variances.,2
Tesla,Data Analytics,SQL,Technical,Find employees with multiple promotions.,SELECT employee_id FROM promotions GROUP BY 1 HAVING COUNT(*) >1;,2
Tesla,Data Science,Case Study,Technical,Optimize automatic trunk opening.,Computer vision gesture recognition + proximity sensors. Reduced false opens 60%.,3
Tesla,Data Analytics,Python,Technical,Calculate normalized mutual info.,from sklearn.metrics import normalized_mutual_info_score,2
Tesla,Data Science,Machine Learning,Technical,Implement neural process.,Combines neural networks with stochastic processes.,3
Tesla,Data Analytics,System Design,Technical,Design data innovation pipeline.,Idea crowdsourcing platform. Rapid prototyping sandbox.,3
Tesla,Data Science,Statistics,Technical,Explain Mood's test.,Non-parametric test for difference in medians.,2
Tesla,Data Analytics,SQL,Technical,Calculate employee retention rate by cohort.,"WITH cohorts AS (SELECT EXTRACT(YEAR FROM hire_date) AS cohort, COUNT(*) AS total FROM employees GROUP BY 1), survived AS (SELECT EXTRACT(YEAR FROM hire_date) AS cohort, COUNT(*) AS remaining FROM employees WHERE exit_date IS NULL GROUP BY 1) SELECT cohort, remaining::FLOAT / total FROM cohorts JOIN survived USING(cohort);",3
Tesla,Data Science,Case Study,Technical,Optimize automatic emergency steering.,Model predictive control with obstacle trajectory prediction. Reduced collisions 40%.,2
Tesla,Data Analytics,Python,Technical,Calculate Fowlkes-Mallows index.,from sklearn.metrics import fowlkes_mallows_score,2
Tesla,Data Science,Machine Learning,Technical,Implement neural process.,Combines neural networks with stochastic processes.,3
Tesla,Data Analytics,System Design,Technical,Design data culture metrics.,"Track: % decisions with data, dashboard usage, experiment velocity.",3
Tesla,Data Science,Statistics,Technical,Explain Siegel's test.,Non-parametric test for trend in ordinal data.,2
Tesla,Data Analytics,SQL,Technical,Find products with decreasing sales.,"WITH monthly AS (SELECT product, DATE_TRUNC('month',date) AS month, SUM(sales) AS sales FROM sales GROUP BY 1,2), trends AS (SELECT product, month, sales, LAG(sales) OVER(PARTITION BY product ORDER BY month) AS prev FROM monthly) SELECT product FROM trends GROUP BY 1 HAVING EVERY(sales < prev);",3
Tesla,Data Science,Case Study,Technical,Optimize automatic parking system.,Reinforcement learning with LiDAR and camera fusion. Reduced parking time 30%.,3
Tesla,Data Analytics,Python,Technical,Calculate cluster purity.,from sklearn.metrics import homogeneity_score,2
Tesla,Data Science,Machine Learning,Technical,Implement neural process.,Combines neural networks with stochastic processes.,3
Tesla,Data Analytics,System Design,Technical,Design data talent acquisition.,University partnerships. Hackathons with real Tesla datasets.,3
Tesla,Data Science,Statistics,Technical,Explain Conover's squared ranks test.,Non-parametric test for equal variances.,2
Tesla,Data Analytics,SQL,Technical,Calculate employee promotion velocity distribution.,"SELECT FLOOR(days_to_promotion/30) AS months, COUNT(*) FROM promotions GROUP BY 1;",2
Tesla,Data Science,Case Study,Technical,Optimize lane centering algorithm.,Model predictive control with curvature estimation. Reduced steering corrections 25%.,1
Tesla,Data Analytics,Python,Technical,Calculate silhouette score.,from sklearn.metrics import silhouette_score,2
Tesla,Data Science,Machine Learning,Technical,Implement neural process.,Combines neural networks with stochastic processes.,3
Tesla,Data Analytics,System Design,Technical,Design data leadership development.,Executive shadowing. Rotational assignments in analytics/engineering.,3
Tesla,Data Science,Statistics,Technical,Explain Jonckheere-Terpstra test.,Non-parametric test for ordered alternatives.,2
Tesla,Data Analytics,SQL,Technical,Find employees with multiple roles.,SELECT employee_id FROM assignments GROUP BY 1 HAVING COUNT(DISTINCT role) >1;,2
Tesla,Data Science,Case Study,Technical,Optimize automatic gear shifting.,Reinforcement learning with terrain detection. Improved acceleration 15%.,3
Tesla,Data Analytics,Python,Technical,Calculate Calinski-Harabasz index.,from sklearn.metrics import calinski_harabasz_score,2
Tesla,Data Science,Machine Learning,Technical,Implement neural process.,Combines neural networks with stochastic processes.,3
Tesla,Data Analytics,System Design,Technical,Design data ambassador program.,Department champions. Monthly knowledge sharing sessions.,3
Tesla,Data Science,Statistics,Technical,Explain Moses test for extremes.,Non-parametric test for differences in spread.,2
Tesla,Data Analytics,SQL,Technical,Calculate employee promotion distribution.,"SELECT department, COUNT(*) FILTER (WHERE promoted)::FLOAT / COUNT(*) AS rate FROM employees GROUP BY 1;",2
Tesla,Data Science,Case Study,Technical,Optimize automatic windshield defrost.,ML model with humidity and temperature sensors. Reduced activation time 25%.,1
Tesla,Data Analytics,Python,Technical,Calculate Davies-Bouldin index.,from sklearn.metrics import davies_bouldin_score,2
Tesla,Data Science,Machine Learning,Technical,Implement neural process.,Combines neural networks with stochastic processes.,3
Tesla,Data Analytics,System Design,Technical,Design data innovation pipeline.,Idea crowdsourcing platform. Rapid prototyping sandbox.,3
Tesla,Data Science,Statistics,Technical,Explain Quade test.,Non-parametric ranked ANOVA with covariate adjustment.,2
Tesla,Data Analytics,SQL,Technical,Find products with seasonal sales patterns.,"WITH monthly AS (SELECT product, EXTRACT(MONTH FROM date) AS month, SUM(sales) AS sales FROM sales GROUP BY 1,2), normalized AS (SELECT product, month, sales/AVG(sales) OVER(PARTITION BY product) AS ratio FROM monthly) SELECT product FROM normalized GROUP BY 1 HAVING CORR(month, ratio) > 0.8;",3
Tesla,Data Science,Case Study,Technical,Optimize automatic high beam control.,YOLOv4 object detection + LSTM for oncoming traffic prediction. Reduced glare incidents 30%.,2
Tesla,Data Analytics,Python,Technical,Calculate V-measure.,from sklearn.metrics import v_measure_score,2
Tesla,Data Science,Machine Learning,Technical,Implement neural tangent kernel.,NTK theory for infinite-width neural networks.,3
Tesla,Data Analytics,System Design,Technical,Design data advocacy program.,"Internal blog posts. Lightning talks"" on data success stories.""",3
Tesla,Data Science,Statistics,Technical,Explain median test.,Non-parametric test for difference in medians.,2
Tesla,Data Analytics,SQL,Technical,Calculate employee promotion velocity distribution.,"SELECT FLOOR(days_to_promotion/30) AS months, COUNT(*) FROM promotions GROUP BY 1;",2
Tesla,Data Science,Case Study,Technical,Optimize automatic emergency braking.,Ensemble of radar and vision models. Reduced false positives 40%.,2
Tesla,Data Analytics,Python,Technical,Calculate mutual info regression.,from sklearn.feature_selection import mutual_info_regression,2
Tesla,Data Science,Machine Learning,Technical,Implement neural process.,Combines neural networks with stochastic processes.,3
Tesla,Data Analytics,System Design,Technical,Design data leadership summit.,Annual event with external speakers. Hackathon on Tesla data challenges.,3
Tesla,Data Science,Statistics,Technical,Calculate Kendall's tau-b.,τ_b = (Nc - Nd)/sqrt((Nc + Nd + Tx)(Nc + Nd + Ty)),2
Tesla,Data Analytics,SQL,Technical,Find products with >10% month-over-month growth.,"WITH monthly AS (SELECT product, DATE_TRUNC('month',date) AS month, SUM(sales) AS sales FROM sales GROUP BY 1,2), growth AS (SELECT product, month, (sales - LAG(sales) OVER(PARTITION BY product ORDER BY month))/LAG(sales) OVER(...) AS rate FROM monthly) SELECT product FROM growth WHERE rate > 0.1;",3
Tesla,Data Science,Case Study,Technical,Optimize lane change decision making.,Reinforcement learning with safety constraints. Reduced aborted lane changes 45%.,2
Tesla,Data Analytics,Python,Technical,Calculate completeness score.,from sklearn.metrics import completeness_score,2
Tesla,Data Science,Machine Learning,Technical,Implement neural architecture search with gradient-based methods.,DARTS: Differentiable Architecture Search.,3
Tesla,Data Analytics,System Design,Technical,Design data mentorship program.,Pair junior analysts with senior data scientists. Monthly progress reviews.,3
Tesla,Data Science,Statistics,Technical,Explain Theil-Sen estimator.,Robust regression method. Median of pairwise slopes.,2
Tesla,Data Analytics,SQL,Technical,Calculate employee turnover rate by department.,"SELECT department, COUNT(*) FILTER (WHERE exit_date IS NOT NULL)::FLOAT / COUNT(*) AS turnover FROM employees GROUP BY 1;",2
Tesla,Data Science,Case Study,Technical,Optimize regenerative braking efficiency.,LSTM predicting deceleration patterns. Adaptive energy recovery algorithm.,1
Tesla,Data Analytics,Python,Technical,Calculate adjusted mutual info.,from sklearn.metrics import adjusted_mutual_info_score,2
Tesla,Data Science,Machine Learning,Technical,Implement neural process.,Combines neural networks with stochastic processes.,3
Tesla,Data Analytics,System Design,Technical,Design data innovation lab.,Sandbox environment with synthetic data. Hackathon platform.,3
Tesla,Data Science,Statistics,Technical,Explain Ansari-Bradley test.,Non-parametric test for equal variances.,2
Tesla,Data Analytics,SQL,Technical,Find employees with multiple promotions.,SELECT employee_id FROM promotions GROUP BY 1 HAVING COUNT(*) >1;,2
Tesla,Data Science,Case Study,Technical,Optimize automatic trunk opening.,Computer vision gesture recognition + proximity sensors. Reduced false opens 60%.,1
Tesla,Data Analytics,Python,Technical,Calculate normalized mutual info.,from sklearn.metrics import normalized_mutual_info_score,2
Tesla,Data Science,Machine Learning,Technical,Implement neural process.,Combines neural networks with stochastic processes.,3
Tesla,Data Analytics,System Design,Technical,Design data innovation pipeline.,Idea crowdsourcing platform. Rapid prototyping sandbox.,3
Tesla,Data Science,Statistics,Technical,Explain Mood's test.,Non-parametric test for difference in medians.,2
Tesla,Data Analytics,SQL,Technical,Calculate employee retention rate by cohort.,"WITH cohorts AS (SELECT EXTRACT(YEAR FROM hire_date) AS cohort, COUNT(*) AS total FROM employees GROUP BY 1), survived AS (SELECT EXTRACT(YEAR FROM hire_date) AS cohort, COUNT(*) AS remaining FROM employees WHERE exit_date IS NULL GROUP BY 1) SELECT cohort, remaining::FLOAT / total FROM cohorts JOIN survived USING(cohort);",3
Tesla,Data Science,Case Study,Technical,Optimize automatic emergency steering.,Model predictive control with obstacle trajectory prediction. Reduced collisions 40%.,1
Tesla,Data Analytics,Python,Technical,Calculate Fowlkes-Mallows index.,from sklearn.metrics import fowlkes_mallows_score,2
Tesla,Data Science,Machine Learning,Technical,Implement neural process.,Combines neural networks with stochastic processes.,3
Tesla,Data Analytics,System Design,Technical,Design data culture metrics.,"Track: % decisions with data, dashboard usage, experiment velocity.",3
Tesla,Data Science,Statistics,Technical,Explain Siegel's test.,Non-parametric test for trend in ordinal data.,2
Tesla,Data Analytics,SQL,Technical,Find products with decreasing sales.,"WITH monthly AS (SELECT product, DATE_TRUNC('month',date) AS month, SUM(sales) AS sales FROM sales GROUP BY 1,2), trends AS (SELECT product, month, sales, LAG(sales) OVER(PARTITION BY product ORDER BY month) AS prev FROM monthly) SELECT product FROM trends GROUP BY 1 HAVING EVERY(sales < prev);",3
Tesla,Data Science,Case Study,Technical,Optimize automatic parking system.,Reinforcement learning with LiDAR and camera fusion. Reduced parking time 30%.,1
Tesla,Data Analytics,Python,Technical,Calculate cluster purity.,from sklearn.metrics import homogeneity_score,2
Tesla,Data Science,Machine Learning,Technical,Implement neural process.,Combines neural networks with stochastic processes.,3
Tesla,Data Analytics,System Design,Technical,Design data talent acquisition.,University partnerships. Hackathons with real Tesla datasets.,3
Tesla,Data Science,Statistics,Technical,Explain Conover's squared ranks test.,Non-parametric test for equal variances.,2
Tesla,Data Analytics,SQL,Technical,Calculate employee promotion velocity distribution.,"SELECT FLOOR(days_to_promotion/30) AS months, COUNT(*) FROM promotions GROUP BY 1;",2
Tesla,Data Science,Case Study,Technical,Optimize lane centering algorithm.,Model predictive control with curvature estimation. Reduced steering corrections 25%.,3
Tesla,Data Analytics,Python,Technical,Calculate silhouette score.,from sklearn.metrics import silhouette_score,2
Tesla,Data Science,Machine Learning,Technical,Implement neural process.,Combines neural networks with stochastic processes.,3
Tesla,Data Analytics,System Design,Technical,Design data leadership development.,Executive shadowing. Rotational assignments in analytics/engineering.,3
Tesla,Data Science,Statistics,Technical,Explain Jonckheere-Terpstra test.,Non-parametric test for ordered alternatives.,2
Tesla,Data Analytics,SQL,Technical,Find employees with multiple roles.,SELECT employee_id FROM assignments GROUP BY 1 HAVING COUNT(DISTINCT role) >1;,2
Tesla,Data Science,Case Study,Technical,Optimize automatic gear shifting.,Reinforcement learning with terrain detection. Improved acceleration 15%.,3
Tesla,Data Analytics,Python,Technical,Calculate Calinski-Harabasz index.,from sklearn.metrics import calinski_harabasz_score,2
Tesla,Data Science,Machine Learning,Technical,Implement neural process.,Combines neural networks with stochastic processes.,3
Tesla,Data Analytics,System Design,Technical,Design data ambassador program.,Department champions. Monthly knowledge sharing sessions.,3
Tesla,Data Science,Statistics,Technical,Explain Moses test for extremes.,Non-parametric test for differences in spread.,2
Tesla,Data Analytics,SQL,Technical,Calculate employee promotion distribution.,"SELECT department, COUNT(*) FILTER (WHERE promoted)::FLOAT / COUNT(*) AS rate FROM employees GROUP BY 1;",2
Tesla,Data Science,Case Study,Technical,Optimize automatic windshield defrost.,ML model with humidity and temperature sensors. Reduced activation time 25%.,3
Tesla,Data Analytics,Python,Technical,Calculate Davies-Bouldin index.,from sklearn.metrics import davies_bouldin_score,2
Tesla,Data Science,Machine Learning,Technical,Implement neural process.,Combines neural networks with stochastic processes.,3
Tesla,Data Analytics,System Design,Technical,Design data innovation pipeline.,Idea crowdsourcing platform. Rapid prototyping sandbox.,3
Tesla,Data Science,Statistics,Technical,Explain Quade test.,Non-parametric ranked ANOVA with covariate adjustment.,2
Tesla,Data Analytics,SQL,Technical,Find products with seasonal sales patterns.,"WITH monthly AS (SELECT product, EXTRACT(MONTH FROM date) AS month, SUM(sales) AS sales FROM sales GROUP BY 1,2), normalized AS (SELECT product, month, sales/AVG(sales) OVER(PARTITION BY product) AS ratio FROM monthly) SELECT product FROM normalized GROUP BY 1 HAVING CORR(month, ratio) > 0.8;",3
Tesla,Data Science,Case Study,Technical,Optimize automatic high beam control.,YOLOv4 object detection + LSTM for oncoming traffic prediction. Reduced glare incidents 30%.,3
Tesla,Data Analytics,Python,Technical,Calculate V-measure.,from sklearn.metrics import v_measure_score,2
Tesla,Data Science,Machine Learning,Technical,Implement neural tangent kernel.,NTK theory for infinite-width neural networks.,3
Tesla,Data Analytics,System Design,Technical,Design data advocacy program.,"Internal blog posts. Lightning talks"" on data success stories.""",3
Tesla,Data Science,Statistics,Technical,Explain median test.,Non-parametric test for difference in medians.,2
Tesla,Data Analytics,SQL,Technical,Calculate employee promotion velocity distribution.,"SELECT FLOOR(days_to_promotion/30) AS months, COUNT(*) FROM promotions GROUP BY 1;",2
Tesla,Data Science,Case Study,Technical,Optimize automatic emergency braking.,Ensemble of radar and vision models. Reduced false positives 40%.,3
Tesla,Data Analytics,Python,Technical,Calculate mutual info regression.,from sklearn.feature_selection import mutual_info_regression,2
Tesla,Data Science,Machine Learning,Technical,Implement neural process.,Combines neural networks with stochastic processes.,3
Tesla,Data Analytics,System Design,Technical,Design data leadership summit.,Annual event with external speakers. Hackathon on Tesla data challenges.,3
Tesla,Data Science,Statistics,Technical,Calculate Kendall's tau-b.,τ_b = (Nc - Nd)/sqrt((Nc + Nd + Tx)(Nc + Nd + Ty)),2
Tesla,Data Analytics,SQL,Technical,Find products with >10% month-over-month growth.,"WITH monthly AS (SELECT product, DATE_TRUNC('month',date) AS month, SUM(sales) AS sales FROM sales GROUP BY 1,2), growth AS (SELECT product, month, (sales - LAG(sales) OVER(PARTITION BY product ORDER BY month))/LAG(sales) OVER(...) AS rate FROM monthly) SELECT product FROM growth WHERE rate > 0.1;",3
Tesla,Data Science,Case Study,Technical,Optimize lane change decision making.,Reinforcement learning with safety constraints. Reduced aborted lane changes 45%.,2
Tesla,Data Analytics,Python,Technical,Calculate completeness score.,from sklearn.metrics import completeness_score,2
Tesla,Data Science,Machine Learning,Technical,Implement neural architecture search with gradient-based methods.,DARTS: Differentiable Architecture Search.,3
Tesla,Data Analytics,System Design,Technical,Design data mentorship program.,Pair junior analysts with senior data scientists. Monthly progress reviews.,3
Tesla,Data Science,Statistics,Technical,Explain Theil-Sen estimator.,Robust regression method. Median of pairwise slopes.,2
Tesla,Data Analytics,SQL,Technical,Calculate employee turnover rate by department.,"SELECT department, COUNT(*) FILTER (WHERE exit_date IS NOT NULL)::FLOAT / COUNT(*) AS turnover FROM employees GROUP BY 1;",2
Tesla,Data Science,Case Study,Technical,Optimize regenerative braking efficiency.,LSTM predicting deceleration patterns. Adaptive energy recovery algorithm.,2
Tesla,Data Analytics,Python,Technical,Calculate adjusted mutual info.,from sklearn.metrics import adjusted_mutual_info_score,2
Tesla,Data Science,Machine Learning,Technical,Implement neural process.,Combines neural networks with stochastic processes.,3
Tesla,Data Analytics,System Design,Technical,Design data innovation lab.,Sandbox environment with synthetic data. Hackathon platform.,3
Tesla,Data Science,Statistics,Technical,Explain Ansari-Bradley test.,Non-parametric test for equal variances.,2
Tesla,Data Analytics,SQL,Technical,Find employees with multiple promotions.,SELECT employee_id FROM promotions GROUP BY 1 HAVING COUNT(*) >1;,2
Tesla,Data Science,Case Study,Technical,Optimize automatic trunk opening.,Computer vision gesture recognition + proximity sensors. Reduced false opens 60%.,3
Tesla,Data Analytics,Python,Technical,Calculate normalized mutual info.,from sklearn.metrics import normalized_mutual_info_score,2
Tesla,Data Science,Machine Learning,Technical,Implement neural process.,Combines neural networks with stochastic processes.,3
Tesla,Data Analytics,System Design,Technical,Design data innovation pipeline.,Idea crowdsourcing platform. Rapid prototyping sandbox.,3
Tesla,Data Science,Statistics,Technical,Explain Mood's test.,Non-parametric test for difference in medians.,2
Tesla,Data Analytics,SQL,Technical,Calculate employee retention rate by cohort.,"WITH cohorts AS (SELECT EXTRACT(YEAR FROM hire_date) AS cohort, COUNT(*) AS total FROM employees GROUP BY 1), survived AS (SELECT EXTRACT(YEAR FROM hire_date) AS cohort, COUNT(*) AS remaining FROM employees WHERE exit_date IS NULL GROUP BY 1) SELECT cohort, remaining::FLOAT / total FROM cohorts JOIN survived USING(cohort);",3
Tesla,Data Science,Case Study,Technical,Optimize automatic emergency steering.,Model predictive control with obstacle trajectory prediction. Reduced collisions 40%.,2
Tesla,Data Analytics,Python,Technical,Calculate Fowlkes-Mallows index.,from sklearn.metrics import fowlkes_mallows_score,2
Tesla,Data Science,Machine Learning,Technical,Implement neural process.,Combines neural networks with stochastic processes.,3
Tesla,Data Analytics,System Design,Technical,Design data culture metrics.,"Track: % decisions with data, dashboard usage, experiment velocity.",3
Tesla,Data Science,Statistics,Technical,Explain Siegel's test.,Non-parametric test for trend in ordinal data.,2
Tesla,Data Analytics,SQL,Technical,Find products with decreasing sales.,"WITH monthly AS (SELECT product, DATE_TRUNC('month',date) AS month, SUM(sales) AS sales FROM sales GROUP BY 1,2), trends AS (SELECT product, month, sales, LAG(sales) OVER(PARTITION BY product ORDER BY month) AS prev FROM monthly) SELECT product FROM trends GROUP BY 1 HAVING EVERY(sales < prev);",3
Tesla,Data Science,Case Study,Technical,Optimize automatic parking system.,Reinforcement learning with LiDAR and camera fusion. Reduced parking time 30%.,1
Tesla,Data Analytics,Python,Technical,Calculate cluster purity.,from sklearn.metrics import homogeneity_score,2
Tesla,Data Science,Machine Learning,Technical,Implement neural process.,Combines neural networks with stochastic processes.,3
Tesla,Data Analytics,System Design,Technical,Design data talent acquisition.,University partnerships. Hackathons with real Tesla datasets.,3
Tesla,Data Science,Statistics,Technical,Explain Conover's squared ranks test.,Non-parametric test for equal variances.,2
Tesla,Data Analytics,SQL,Technical,Calculate employee promotion velocity distribution.,"SELECT FLOOR(days_to_promotion/30) AS months, COUNT(*) FROM promotions GROUP BY 1;",2
Tesla,Data Science,Case Study,Technical,Optimize lane centering algorithm.,Model predictive control with curvature estimation. Reduced steering corrections 25%.,3
Tesla,Data Analytics,Python,Technical,Calculate silhouette score.,from sklearn.metrics import silhouette_score,2
Tesla,Data Science,Machine Learning,Technical,Implement neural process.,Combines neural networks with stochastic processes.,3
Tesla,Data Analytics,System Design,Technical,Design data leadership development.,Executive shadowing. Rotational assignments in analytics/engineering.,3
Tesla,Data Science,Statistics,Technical,Explain Jonckheere-Terpstra test.,Non-parametric test for ordered alternatives.,2
Tesla,Data Analytics,SQL,Technical,Find employees with multiple roles.,SELECT employee_id FROM assignments GROUP BY 1 HAVING COUNT(DISTINCT role) >1;,2
Tesla,Data Science,Case Study,Technical,Optimize automatic gear shifting.,Reinforcement learning with terrain detection. Improved acceleration 15%.,3
Tesla,Data Analytics,Python,Technical,Calculate Calinski-Harabasz index.,from sklearn.metrics import calinski_harabasz_score,2
Tesla,Data Science,Machine Learning,Technical,Implement neural process.,Combines neural networks with stochastic processes.,3
Tesla,Data Analytics,System Design,Technical,Design data ambassador program.,Department champions. Monthly knowledge sharing sessions.,3
Tesla,Data Science,Statistics,Technical,Explain Moses test for extremes.,Non-parametric test for differences in spread.,2
Tesla,Data Analytics,SQL,Technical,Calculate employee promotion distribution.,"SELECT department, COUNT(*) FILTER (WHERE promoted)::FLOAT / COUNT(*) AS rate FROM employees GROUP BY 1;",2
Tesla,Data Science,Case Study,Technical,Optimize automatic windshield defrost.,ML model with humidity and temperature sensors. Reduced activation time 25%.,3
Tesla,Data Analytics,Python,Technical,Calculate Davies-Bouldin index.,from sklearn.metrics import davies_bouldin_score,2
Tesla,Data Science,Machine Learning,Technical,Implement neural process.,Combines neural networks with stochastic processes.,3
Tesla,Data Analytics,System Design,Technical,Design data innovation pipeline.,Idea crowdsourcing platform. Rapid prototyping sandbox.,3
Tesla,Data Science,Statistics,Technical,Explain Quade test.,Non-parametric ranked ANOVA with covariate adjustment.,2
Tesla,Data Analytics,SQL,Technical,Find products with seasonal sales patterns.,"WITH monthly AS (SELECT product, EXTRACT(MONTH FROM date) AS month, SUM(sales) AS sales FROM sales GROUP BY 1,2), normalized AS (SELECT product, month, sales/AVG(sales) OVER(PARTITION BY product) AS ratio FROM monthly) SELECT product FROM normalized GROUP BY 1 HAVING CORR(month, ratio) > 0.8;",3
Tesla,Data Science,Case Study,Technical,Optimize automatic high beam control.,YOLOv4 object detection + LSTM for oncoming traffic prediction. Reduced glare incidents 30%.,1
Tesla,Data Analytics,Python,Technical,Calculate V-measure.,from sklearn.metrics import v_measure_score,2
Tesla,Data Science,Machine Learning,Technical,Implement neural tangent kernel.,NTK theory for infinite-width neural networks.,3
Tesla,Data Analytics,System Design,Technical,Design data advocacy program.,"Internal blog posts. Lightning talks"" on data success stories.""",3
Tesla,Data Science,Statistics,Technical,Explain median test.,Non-parametric test for difference in medians.,2
Tesla,Data Analytics,SQL,Technical,Calculate employee promotion velocity distribution.,"SELECT FLOOR(days_to_promotion/30) AS months, COUNT(*) FROM promotions GROUP BY 1;",2
Tesla,Data Science,Case Study,Technical,Optimize automatic emergency braking.,Ensemble of radar and vision models. Reduced false positives 40%.,3
Tesla,Data Analytics,Python,Technical,Calculate mutual info regression.,from sklearn.feature_selection import mutual_info_regression,2
Tesla,Data Science,Machine Learning,Technical,Implement neural process.,Combines neural networks with stochastic processes.,3
Tesla,Data Analytics,System Design,Technical,Design data leadership summit.,Annual event with external speakers. Hackathon on Tesla data challenges.,3
Tesla,Data Science,Statistics,Technical,Calculate Kendall's tau-b.,τ_b = (Nc - Nd)/sqrt((Nc + Nd + Tx)(Nc + Nd + Ty)),2
Tesla,Data Analytics,SQL,Technical,Find products with >10% month-over-month growth.,"WITH monthly AS (SELECT product, DATE_TRUNC('month',date) AS month, SUM(sales) AS sales FROM sales GROUP BY 1,2), growth AS (SELECT product, month, (sales - LAG(sales) OVER(PARTITION BY product ORDER BY month))/LAG(sales) OVER(...) AS rate FROM monthly) SELECT product FROM growth WHERE rate > 0.1;",3
Tesla,Data Science,Case Study,Technical,Optimize lane change decision making.,Reinforcement learning with safety constraints. Reduced aborted lane changes 45%.,1
Tesla,Data Analytics,Python,Technical,Calculate completeness score.,from sklearn.metrics import completeness_score,2
Tesla,Data Science,Machine Learning,Technical,Implement neural architecture search with gradient-based methods.,DARTS: Differentiable Architecture Search.,3
Tesla,Data Analytics,System Design,Technical,Design data mentorship program.,Pair junior analysts with senior data scientists. Monthly progress reviews.,3
Tesla,Data Science,Statistics,Technical,Explain Theil-Sen estimator.,Robust regression method. Median of pairwise slopes.,2
